ticker,name,exchange,currency,price,market_cap_usd,dollar_volume_usd,first_trade,fifty_two_week_high,pulled,source
HCA,"HCA Healthcare, Inc.",NYQ,USD,409.2,88592416768.0,629032470.0,2011-03-10,556.52,2026-09-04,Yahoo Finance screener via yfinance
LYG,Lloyds Banking Group plc,NYQ,USD,6.1,88270716928.0,116070770.0,2001-11-28,6.34,2026-09-04,Yahoo Finance screener via yfinance
UPS,"United Parcel Service, Inc.",NYQ,USD,103.5,88055889920.0,512487081.0,1999-11-10,122.41,2026-09-04,Yahoo Finance screener via yfinance
MAR,"Marriott International, Inc.",NMS,USD,336.07,87635730432.0,539918636.0,1998-03-23,410.98,2026-09-04,Yahoo Finance screener via yfinance
MCO,Moody's Corporation,NYQ,USD,504.3,87335174144.0,448471973.0,1994-10-31,546.88,2026-09-04,Yahoo Finance screener via yfinance
REGN,"Regeneron Pharmaceuticals, Inc.",NMS,USD,843.47,86839443456.0,724416740.0,1991-04-02,859.34,2026-09-04,Yahoo Finance screener via yfinance
MMM,3M Company,NYQ,USD,168.31,86801244160.0,578885077.0,1962-01-02,184.9,2026-09-04,Yahoo Finance screener via yfinance
MNST,Monster Beverage Corporation,NMS,USD,44.08,86355009536.0,497221078.0,1985-12-09,50.17,2026-09-04,Yahoo Finance screener via yfinance
JCI,Johnson Controls International plc,NYQ,USD,142.23,86154600448.0,559327724.0,1987-09-28,157.06,2026-09-04,Yahoo Finance screener via yfinance
SLB,SLB N.V.,NYQ,USD,57.41,85204664320.0,794164931.0,1981-12-31,60.46,2026-09-04,Yahoo Finance screener via yfinance
EPD,Enterprise Products Partners L.P.,NYQ,USD,39.17,84586717184.0,115782329.0,1998-07-28,40.17,2026-09-04,Yahoo Finance screener via yfinance
CDNS,"Cadence Design Systems, Inc.",NMS,USD,304.875,83960438784.0,712741348.0,1987-06-10,416.69,2026-09-04,Yahoo Finance screener via yfinance
EMR,Emerson Electric Co.,NYQ,USD,150.21,83787145216.0,408776387.0,1972-06-01,166.35,2026-09-04,Yahoo Finance screener via yfinance
AMT,American Tower Corporation,NYQ,USD,177.75,82824404992.0,528108404.0,1998-02-27,199.4,2026-09-04,Yahoo Finance screener via yfinance
CVNA,Carvana Co.,NYQ,USD,73.43,81394491392.0,747086880.0,2017-04-28,97.378,2026-09-04,Yahoo Finance screener via yfinance
SU.TO,Suncor Energy Inc.,TOR,CAD,94.21,80663363288.0,386643089.0,1995-01-12,96.53,2026-09-04,Yahoo Finance screener via yfinance
SHW,The Sherwin-Williams Company,NYQ,USD,332.26,80658825216.0,733417101.0,1980-03-17,377.77,2026-09-04,Yahoo Finance screener via yfinance
CTAS,Cintas Corporation,NMS,USD,201.05,80454090752.0,442925615.0,1983-08-19,219.17,2026-09-04,Yahoo Finance screener via yfinance
BAM,Brookfield Asset Management Ltd.,NYQ,USD,50.29,80325787648.0,125366332.0,2022-12-01,62.57,2026-09-04,Yahoo Finance screener via yfinance
SPG,"Simon Property Group, Inc.",NYQ,USD,211.52,80297959424.0,382009985.0,1993-12-14,238.5,2026-09-04,Yahoo Finance screener via yfinance
CP,Canadian Pacific Kansas City Limited,NYQ,USD,91.3,80259940352.0,233543483.0,1983-12-30,96.9,2026-09-04,Yahoo Finance screener via yfinance
SNPS,"Synopsys, Inc.",NMS,USD,416.31,79780249600.0,793495186.0,1992-02-26,615.79,2026-09-04,Yahoo Finance screener via yfinance
E,Eni S.p.A.,NYQ,USD,55.13,79424806912.0,23034196.0,1995-11-28,58.0,2026-09-04,Yahoo Finance screener via yfinance
APO,"Apollo Global Management, Inc.",NYQ,USD,134.49,79422152704.0,538499036.0,2011-03-30,153.29,2026-09-04,Yahoo Finance screener via yfinance
GM,General Motors Company,NYQ,USD,87.22,78886264832.0,620024041.0,2010-11-18,91.85,2026-09-04,Yahoo Finance screener via yfinance
NGG,National Grid plc,NYQ,USD,78.17,78589526016.0,70841562.0,2005-08-10,94.64,2026-09-04,Yahoo Finance screener via yfinance
MDLZ,"Mondelez International, Inc.",NMS,USD,61.45,78429134848.0,552469359.0,2001-06-13,66.65,2026-09-04,Yahoo Finance screener via yfinance
ECL,Ecolab Inc.,NYQ,USD,278.97,78203273216.0,417714893.0,1973-02-21,309.27,2026-09-04,Yahoo Finance screener via yfinance
MSI,"Motorola Solutions, Inc.",NYQ,USD,472.23,78151131136.0,480438774.0,1962-01-02,494.85,2026-09-04,Yahoo Finance screener via yfinance
DB,Deutsche Bank Aktiengesellschaft,NYQ,USD,41.56,78091247616.0,91659624.0,1996-11-18,41.56,2026-09-04,Yahoo Finance screener via yfinance
TRV,"The Travelers Companies, Inc.",NYQ,USD,374.34,78077976576.0,732055561.0,1975-11-17,398.7,2026-09-04,Yahoo Finance screener via yfinance
ITW,Illinois Tool Works Inc.,NYQ,USD,271.65,77365919744.0,361914949.0,1973-03-13,303.16,2026-09-04,Yahoo Finance screener via yfinance
DDOG,"Datadog, Inc.",NMS,USD,214.76,77114949632.0,1018053243.0,2019-09-19,292.72,2026-09-04,Yahoo Finance screener via yfinance
FDX,FedEx Corporation,NYQ,USD,324.31,76754583552.0,582261958.0,1978-04-12,345.37,2026-09-04,Yahoo Finance screener via yfinance
EOG,"EOG Resources, Inc.",NYQ,USD,145.96,76560285696.0,492960925.0,1989-10-04,153.67,2026-09-04,Yahoo Finance screener via yfinance
LITE,Lumentum Holdings Inc.,NMS,USD,847.37,76009086976.0,4180417700.0,2015-07-23,1085.68,2026-09-04,Yahoo Finance screener via yfinance
NU,Nu Holdings Ltd.,NYQ,USD,15.68,75745198080.0,1184208621.0,2021-12-09,18.98,2026-09-04,Yahoo Finance screener via yfinance
CI,The Cigna Group,NYQ,USD,286.26,75641479168.0,482876536.0,1982-03-31,315.47,2026-09-04,Yahoo Finance screener via yfinance
B,Barrick Mining Corporation,NYQ,USD,45.76,75315666944.0,495028980.0,1985-02-13,54.69,2026-09-04,Yahoo Finance screener via yfinance
NWG,NatWest Group plc,NYQ,USD,18.95,75233378304.0,80986274.0,2007-10-18,19.42,2026-09-04,Yahoo Finance screener via yfinance
CMI,Cummins Inc.,NYQ,USD,545.5,75095973888.0,558766014.0,1973-02-21,737.76,2026-09-04,Yahoo Finance screener via yfinance
NOC,Northrop Grumman Corporation,NYQ,USD,528.24,75043373056.0,467048678.0,1981-12-31,774.0,2026-09-04,Yahoo Finance screener via yfinance
NTES,"NetEase, Inc.",NMS,USD,117.05,74941284352.0,106950224.0,2000-06-30,159.55,2026-09-04,Yahoo Finance screener via yfinance
TGT,Target Corporation,NYQ,USD,164.01,74509205504.0,732753053.0,1973-02-21,170.75,2026-09-04,Yahoo Finance screener via yfinance
CNI,Canadian National Railway Company,NYQ,USD,123.17,74505527296.0,190670855.0,1996-11-26,131.55,2026-09-04,Yahoo Finance screener via yfinance
ROST,"Ross Stores, Inc.",NMS,USD,231.67,74315350016.0,658728161.0,1985-08-08,257.0,2026-09-04,Yahoo Finance screener via yfinance
MFC.TO,Manulife Financial Corporation,TOR,CAD,61.42,73900026859.0,238297343.0,1999-09-30,63.58,2026-09-04,Yahoo Finance screener via yfinance
ET,Energy Transfer LP,NYQ,USD,21.44,73824346112.0,189725948.0,2006-02-03,21.77,2026-09-04,Yahoo Finance screener via yfinance
NSC,Norfolk Southern Corporation,NYQ,USD,327.83,73633357824.0,379218336.0,1982-06-02,358.6,2026-09-04,Yahoo Finance screener via yfinance
RACE,Ferrari N.V.,NYQ,USD,417.93,73457393664.0,201401721.0,2015-10-21,504.49,2026-09-04,Yahoo Finance screener via yfinance
HPE,Hewlett Packard Enterprise Company,NYQ,USD,54.44,72267186176.0,1124404196.0,2015-10-19,64.25,2026-09-04,Yahoo Finance screener via yfinance
CL,Colgate-Palmolive Company,NYQ,USD,90.09,71817297920.0,426606781.0,1973-05-02,99.33,2026-09-04,Yahoo Finance screener via yfinance
WPM,Wheaton Precious Metals Corp.,NYQ,USD,156.63,71135076352.0,344995901.0,2005-07-06,165.76,2026-09-04,Yahoo Finance screener via yfinance
WBD,"Warner Bros. Discovery, Inc.",NMS,USD,28.37,71127474176.0,632696279.0,2005-07-08,30.0,2026-09-04,Yahoo Finance screener via yfinance
RCL,Royal Caribbean Cruises Ltd.,NYQ,USD,265.55,71021895680.0,587503086.0,1993-04-28,362.79,2026-09-04,Yahoo Finance screener via yfinance
DLR,"Digital Realty Trust, Inc.",NYQ,USD,187.79,70921469952.0,563930929.0,2004-10-29,208.14,2026-09-04,Yahoo Finance screener via yfinance
HLT,Hilton Worldwide Holdings Inc.,NYQ,USD,314.35,70749159424.0,667047556.0,2013-12-12,358.0,2026-09-04,Yahoo Finance screener via yfinance
ORLY,"O'Reilly Automotive, Inc.",NMS,USD,87.38,70686990336.0,647952147.0,1993-04-23,108.72,2026-09-04,Yahoo Finance screener via yfinance
KMI,"Kinder Morgan, Inc.",NYQ,USD,31.6,70366953472.0,323708188.0,2011-02-11,34.81,2026-09-04,Yahoo Finance screener via yfinance
AMX,"América Móvil, S.A.B. de C.V.",NYQ,USD,23.18,69425840128.0,46355457.0,2001-02-12,28.46,2026-09-04,Yahoo Finance screener via yfinance
BE,Bloom Energy Corporation,NYQ,USD,235.55,69375918080.0,3475895695.0,2018-07-25,351.28,2026-09-04,Yahoo Finance screener via yfinance
AON,Aon plc,NYQ,USD,327.0,69365022720.0,462392715.0,1980-06-02,382.34,2026-09-04,Yahoo Finance screener via yfinance
SE,Sea Limited,NYQ,USD,113.1,69272002560.0,495451289.0,2017-10-20,199.3,2026-09-04,Yahoo Finance screener via yfinance
RSG,"Republic Services, Inc.",NYQ,USD,225.12,68934664192.0,335926090.0,1998-07-01,235.18,2026-09-04,Yahoo Finance screener via yfinance
AJG,Arthur J. Gallagher & Co.,NYQ,USD,266.66,68355891200.0,428205828.0,1984-06-20,313.55,2026-09-04,Yahoo Finance screener via yfinance
BSX,Boston Scientific Corporation,NYQ,USD,46.95,68041330688.0,931976656.0,1992-05-19,109.5,2026-09-04,Yahoo Finance screener via yfinance
AEP,"American Electric Power Company, Inc.",NMS,USD,124.71,67891798016.0,566422843.0,1962-01-02,140.58,2026-09-04,Yahoo Finance screener via yfinance
APD,"Air Products and Chemicals, Inc.",NYQ,USD,304.22,67745394688.0,380406727.0,1980-03-17,314.87,2026-09-04,Yahoo Finance screener via yfinance
ALL,The Allstate Corporation,NYQ,USD,263.11,66529452032.0,452526046.0,1993-06-03,277.22,2026-09-04,Yahoo Finance screener via yfinance
HON,Honeywell International Inc.,NMS,USD,207.63,65806254080.0,854760802.0,1962-01-02,260.28317,2026-09-04,Yahoo Finance screener via yfinance
PCAR,PACCAR Inc,NMS,USD,124.51,65537703936.0,412701967.0,1980-03-17,139.24,2026-09-04,Yahoo Finance screener via yfinance
ARGX,argenx SE,NMS,USD,1053.46,65512329216.0,350490356.0,2017-05-18,1072.75,2026-09-04,Yahoo Finance screener via yfinance
TRP.TO,TC Energy Corporation,TOR,CAD,86.67,65473037945.0,236184234.0,1995-01-12,100.18,2026-09-04,Yahoo Finance screener via yfinance
VALE,Vale S.A.,NYQ,USD,15.31,65155727360.0,362053881.0,2002-03-21,17.94,2026-09-04,Yahoo Finance screener via yfinance
COR,"Cencora, Inc.",NYQ,USD,337.22,64350736384.0,489515296.0,1995-04-04,377.54,2026-09-04,Yahoo Finance screener via yfinance
TDG,TransDigm Group Incorporated,NYQ,USD,1157.83,64000815104.0,456337854.0,2006-03-15,1463.03,2026-09-04,Yahoo Finance screener via yfinance
IMO.TO,Imperial Oil Limited,TOR,CAD,182.0,63822567128.0,91582013.0,1995-01-12,191.76,2026-09-04,Yahoo Finance screener via yfinance
RELX,RELX PLC,NYQ,USD,36.65,63818039296.0,92967380.0,1994-10-06,48.4,2026-09-04,Yahoo Finance screener via yfinance
BKR,Baker Hughes Company,NMS,USD,63.64,63173775360.0,526836740.0,1987-04-06,70.41,2026-09-04,Yahoo Finance screener via yfinance
MET,"MetLife, Inc.",NYQ,USD,99.23,63058378752.0,362611128.0,2000-04-05,100.93,2026-09-04,Yahoo Finance screener via yfinance
TFC,Truist Financial Corporation,NYQ,USD,51.61,63048130560.0,425954310.0,1980-03-18,56.2,2026-09-04,Yahoo Finance screener via yfinance
TRGP,Targa Resources Corp.,NYQ,USD,293.54,62944083968.0,365881172.0,2010-12-07,307.94,2026-09-04,Yahoo Finance screener via yfinance
URI,"United Rentals, Inc.",NYQ,USD,993.87,61860941824.0,479362385.0,1997-12-18,1179.18,2026-09-04,Yahoo Finance screener via yfinance
GWW,"W.W. Grainger, Inc.",NYQ,USD,1312.84,61836001280.0,390224623.0,1973-02-21,1419.91,2026-09-04,Yahoo Finance screener via yfinance
CRH,CRH plc,NYQ,USD,92.04,61232783360.0,413019099.0,1989-07-13,131.55,2026-09-04,Yahoo Finance screener via yfinance
NA.TO,National Bank of Canada,TOR,CAD,217.9,60855788807.0,216957479.0,1995-01-12,237.13,2026-09-04,Yahoo Finance screener via yfinance
TEL,TE Connectivity plc,NYQ,USD,209.41,60626964480.0,509533899.0,2007-06-14,252.56,2026-09-04,Yahoo Finance screener via yfinance
OXY,Occidental Petroleum Corporation,NYQ,USD,60.61,60588023808.0,534535894.0,1981-12-31,67.45,2026-09-04,Yahoo Finance screener via yfinance
CVE,Cenovus Energy Inc.,NYQ,USD,32.8,60491235328.0,247350966.0,2009-11-17,33.4,2026-09-04,Yahoo Finance screener via yfinance
OKE,"ONEOK, Inc.",NYQ,USD,95.75,60357894144.0,352646771.0,1980-10-01,99.85,2026-09-04,Yahoo Finance screener via yfinance
MPLX,MPLX LP,NYQ,USD,59.34,60162347008.0,84136346.0,2012-10-26,60.95,2026-09-04,Yahoo Finance screener via yfinance
LNG,"Cheniere Energy, Inc.",NYQ,USD,290.85,60070461440.0,553008811.0,1994-04-04,300.89,2026-09-04,Yahoo Finance screener via yfinance
TAK,Takeda Pharmaceutical Company Limited,NYQ,USD,18.71,59750436864.0,59840305.0,2010-01-05,18.9,2026-09-04,Yahoo Finance screener via yfinance
MPWR,"Monolithic Power Systems, Inc.",NMS,USD,1213.65,59642404864.0,1123483087.0,2004-11-19,1714.09,2026-09-04,Yahoo Finance screener via yfinance
NUE,Nucor Corporation,NYQ,USD,262.47,59548061696.0,411548498.0,1980-03-17,280.11,2026-09-04,Yahoo Finance screener via yfinance
MRNA,"Moderna, Inc.",NMS,USD,148.87,59434246144.0,2306541611.0,2018-12-07,176.66,2026-09-04,Yahoo Finance screener via yfinance
GWO.TO,Great-West Lifeco Inc.,TOR,CAD,91.42,59345041299.0,90507086.0,2002-07-08,94.1,2026-09-04,Yahoo Finance screener via yfinance
AFL,Aflac Incorporated,NYQ,USD,118.36,59338993664.0,270293287.0,1980-03-17,130.22,2026-09-04,Yahoo Finance screener via yfinance
CTVA,"Corteva, Inc.",NYQ,USD,88.62,59126915072.0,402397632.0,2019-05-24,90.97,2026-09-04,Yahoo Finance screener via yfinance
D,"Dominion Energy, Inc.",NYQ,USD,66.79,58743537664.0,327633670.0,1980-03-17,72.99,2026-09-04,Yahoo Finance screener via yfinance
O,Realty Income Corporation,NYQ,USD,61.74,58419503104.0,350300165.0,1994-10-18,67.94,2026-09-04,Yahoo Finance screener via yfinance
CAH,"Cardinal Health, Inc.",NYQ,USD,248.61,57820651520.0,539796700.0,1983-08-04,258.3,2026-09-04,Yahoo Finance screener via yfinance
MSTR,Strategy Inc,NMS,USD,144.82,57534332928.0,3372278520.0,1998-06-11,365.21,2026-09-04,Yahoo Finance screener via yfinance
NKE,"NIKE, Inc.",NYQ,USD,38.77,57515245568.0,958803501.0,1980-12-02,76.97,2026-09-04,Yahoo Finance screener via yfinance
F,Ford Motor Company,NYQ,USD,14.41,57461256192.0,717208151.0,1972-06-01,17.78,2026-09-04,Yahoo Finance screener via yfinance
MT,ArcelorMittal S.A.,NYQ,USD,76.07,57359953920.0,122661278.0,1997-08-07,76.72,2026-09-04,Yahoo Finance screener via yfinance
PSA,Public Storage,NYQ,USD,305.73,57093779456.0,314647838.0,1980-11-18,335.55,2026-09-04,Yahoo Finance screener via yfinance
FANG,"Diamondback Energy, Inc.",NMS,USD,202.94,56827215872.0,438612396.0,2012-10-12,216.9,2026-09-04,Yahoo Finance screener via yfinance
NXPI,NXP Semiconductors N.V.,NMS,USD,224.99,56734420992.0,923086272.0,2010-08-06,339.95,2026-09-04,Yahoo Finance screener via yfinance
FAST,Fastenal Company,NMS,USD,49.23,56491307008.0,380619087.0,1987-08-20,52.92,2026-09-04,Yahoo Finance screener via yfinance
AU,AngloGold Ashanti plc,NYQ,USD,111.67,56479252480.0,361452339.0,1998-08-05,129.14,2026-09-04,Yahoo Finance screener via yfinance
FIX,"Comfort Systems USA, Inc.",NYQ,USD,1580.19,55613722624.0,767469840.0,1997-06-27,2073.99,2026-09-04,Yahoo Finance screener via yfinance
SRE,Sempra,NYQ,USD,84.57,55300354048.0,334463948.0,1998-06-29,101.04,2026-09-04,Yahoo Finance screener via yfinance
NDAQ,"Nasdaq, Inc.",NMS,USD,98.71,55176654848.0,381426496.0,2002-07-01,101.79,2026-09-04,Yahoo Finance screener via yfinance
KEYS,"Keysight Technologies, Inc.",NYQ,USD,322.62,54924361728.0,462389953.0,2014-10-20,374.963,2026-09-04,Yahoo Finance screener via yfinance
NOK,Nokia Oyj,NYQ,USD,9.77,54698762240.0,882267432.0,1994-07-01,17.45,2026-09-04,Yahoo Finance screener via yfinance
ATD.TO,Alimentation Couche-Tard Inc.,TOR,CAD,81.91,54523669363.0,96146543.0,1996-08-06,95.15,2026-09-04,Yahoo Finance screener via yfinance
AME,"AMETEK, Inc.",NYQ,USD,234.2,53692985344.0,291486257.0,1984-07-19,261.16,2026-09-04,Yahoo Finance screener via yfinance
DVN,Devon Energy Corporation,NYQ,USD,48.79,53668999168.0,593356560.0,1985-07-22,52.71,2026-09-04,Yahoo Finance screener via yfinance
GRMN,Garmin Ltd.,NYQ,USD,277.18,53454868480.0,258786612.0,2000-12-08,314.28,2026-09-04,Yahoo Finance screener via yfinance
STT,State Street Corporation,NYQ,USD,193.94,53275660288.0,406387694.0,1980-03-17,195.93,2026-09-04,Yahoo Finance screener via yfinance
TER,"Teradyne, Inc.",NMS,USD,338.59,52935413760.0,1352036934.0,1973-02-21,487.91,2026-09-04,Yahoo Finance screener via yfinance
L.TO,Loblaw Companies Limited,TOR,CAD,62.44,52323168335.0,59367217.0,1995-01-12,69.59,2026-09-04,Yahoo Finance screener via yfinance
FNV,Franco-Nevada Corporation,NYQ,USD,270.31,52135718912.0,235013731.0,2007-12-07,285.67,2026-09-04,Yahoo Finance screener via yfinance
DAL,"Delta Air Lines, Inc.",NYQ,USD,78.75,51787812864.0,514521709.0,2007-05-03,95.68,2026-09-04,Yahoo Finance screener via yfinance
COHR,Coherent Corp.,NYQ,USD,264.41,51780001792.0,1603707993.0,1987-10-02,440.0,2026-09-04,Yahoo Finance screener via yfinance
EW,Edwards Lifesciences Corporation,NYQ,USD,89.78,51749191680.0,387330223.0,2000-03-27,96.29,2026-09-04,Yahoo Finance screener via yfinance
ETR,Entergy Corporation,NYQ,USD,107.78,51494854656.0,301394375.0,1972-06-01,118.45,2026-09-04,Yahoo Finance screener via yfinance
BDX,"Becton, Dickinson and Company",NYQ,USD,187.62,51105214464.0,400515979.0,1973-02-21,193.07,2026-09-04,Yahoo Finance screener via yfinance
COIN,"Coinbase Global, Inc.",NMS,USD,192.7,50841374720.0,1644745758.0,2021-04-14,402.16,2026-09-04,Yahoo Finance screener via yfinance
DEO,Diageo plc,NYQ,USD,90.68,50409082880.0,106121716.0,1991-03-14,111.19,2026-09-04,Yahoo Finance screener via yfinance
VMRK,"AvalonBay Communities, Inc.",NYQ,USD,64.96,50264690688.0,248370403.0,1993-08-12,71.5,2026-09-04,Yahoo Finance screener via yfinance
XYZ,"Block, Inc.",NYQ,USD,83.37,50088280064.0,436323731.0,2015-11-19,86.92,2026-09-04,Yahoo Finance screener via yfinance
AMP,"Ameriprise Financial, Inc.",NYQ,USD,565.08,49915334656.0,329693666.0,2005-09-15,572.56,2026-09-04,Yahoo Finance screener via yfinance
WDAY,"Workday, Inc.",NMS,USD,206.92,49867718656.0,1011850388.0,2012-10-12,249.85,2026-09-04,Yahoo Finance screener via yfinance
FITB,Fifth Third Bancorp,NYQ,USD,54.97,49851883520.0,345172461.0,1980-03-17,59.5,2026-09-04,Yahoo Finance screener via yfinance
UMC,United Microelectronics Corporation,NYQ,USD,19.86,49807065088.0,318303231.0,2000-09-19,28.96,2026-09-04,Yahoo Finance screener via yfinance
ADSK,"Autodesk, Inc.",NMS,USD,237.52,49641680896.0,591703411.0,1985-06-28,329.09,2026-09-04,Yahoo Finance screener via yfinance
TEAM,Atlassian Corporation,NMS,USD,194.68,49281060864.0,896323852.0,2015-12-09,198.5999,2026-09-04,Yahoo Finance screener via yfinance
INFY,Infosys Limited,NYQ,USD,12.09,48968118272.0,258031538.0,1999-03-11,30.0,2026-09-04,Yahoo Finance screener via yfinance
HUM,Humana Inc.,NYQ,USD,406.52,48815042560.0,557068584.0,1981-12-31,428.88,2026-09-04,Yahoo Finance screener via yfinance
LHX,"L3Harris Technologies, Inc.",NYQ,USD,262.14,48814305280.0,402051982.0,1981-12-31,379.23,2026-09-04,Yahoo Finance screener via yfinance
CARR,Carrier Global Corporation,NYQ,USD,59.08,48701124608.0,361448959.0,2020-03-19,76.76,2026-09-04,Yahoo Finance screener via yfinance
PYPL,"PayPal Holdings, Inc.",NMS,USD,56.82,48607285248.0,905590796.0,2015-07-06,79.215,2026-09-04,Yahoo Finance screener via yfinance
TRI,Thomson Reuters Corporation,NMS,USD,111.76,48417177600.0,229828517.0,2002-06-12,180.0,2026-09-04,Yahoo Finance screener via yfinance
VST,Vistra Corp.,NYQ,USD,144.22,48405307392.0,632545603.0,2016-10-05,219.82,2026-09-04,Yahoo Finance screener via yfinance
CCEP,Coca-Cola Europacific Partners PLC,NMS,USD,109.15,48150888448.0,209109679.0,1986-11-24,113.67,2026-09-04,Yahoo Finance screener via yfinance
XEL,Xcel Energy Inc.,NMS,USD,76.34,47684579328.0,412312951.0,1973-02-21,84.23,2026-09-04,Yahoo Finance screener via yfinance
ROK,"Rockwell Automation, Inc.",NYQ,USD,428.28,47656407040.0,351312945.0,1981-12-31,497.36,2026-09-04,Yahoo Finance screener via yfinance
CMG,"Chipotle Mexican Grill, Inc.",NYQ,USD,37.57,47541751808.0,706309313.0,2006-01-26,42.82,2026-09-04,Yahoo Finance screener via yfinance
WAB,Westinghouse Air Brake Technologies Corporation,NYQ,USD,280.83,47435231232.0,260486956.0,1995-06-16,306.64,2026-09-04,Yahoo Finance screener via yfinance
VTR,"Ventas, Inc.",NYQ,USD,92.11,47247491072.0,330923136.0,1997-05-05,101.6,2026-09-04,Yahoo Finance screener via yfinance
NTRA,"Natera, Inc.",NMS,USD,327.67,47231725568.0,456811956.0,2015-07-01,343.18,2026-09-04,Yahoo Finance screener via yfinance
